RegionID_x,RegionName_x,monthly_price_slope,monthly_price_change_std,total_data_points,last_avg_price,sharpe_ratios,Region,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange,zillow_1yr_revenue_forecast,first_three_zip_digits,last_two_zip_digits_x,RegionID_y,RegionName_y,monthly_rent_approx,last_two_zip_digits_y,zip_abs_diff,approx_rental_yield
77962,46107,1094.0,898.0,61,168115.0,1.21826280623608,Zip,IN,Marion County,Beech Grove,2022-11-30,17.1,28747.665,461,7,77973,46123,1613.0,23,16,0.009594622728489427
60956,08066,751.0,1437.0,61,157711.0,0.5226165622825331,Zip,NJ,Gloucester County,Paulsboro,2022-11-30,17.1,26968.581000000002,080,66,60945,08054,2126.0,54,12,0.01348035330446196
97333,93555,1117.0,1524.0,61,263871.0,0.7329396325459318,Zip,CA,Kern County,Ridgecrest,2022-11-30,17.1,45121.941000000006,935,55,97329,93551,2631.0,51,4,0.009970781177166115
73219,34785,1106.0,1354.0,61,198445.0,0.8168389955686853,Zip,FL,Sumter County,Wildwood,2022-11-30,17.1,33934.095,347,85,73220,34786,2160.0,86,1,0.010884627982564439
69749,28147,1195.0,1351.0,61,235002.0,0.8845299777942265,Zip,NC,Rowan County,Salisbury,2022-11-30,17.1,40185.342000000004,281,47,69762,28173,2386.0,73,26,0.010153105079956766
93133,79924,682.0,920.0,61,149181.0,0.741304347826087,Zip,TX,El Paso County,El Paso,2022-11-30,17.0,25360.77,799,24,93142,79934,1415.0,34,10,0.00948512209999933
72582,33415,1605.0,1719.0,61,299592.0,0.9336823734729494,Zip,FL,Palm Beach County,Greenacres,2022-11-30,17.0,50930.64000000001,334,15,72581,33414,2934.0,14,1,0.009793318913722662
70935,30165,980.0,877.0,61,176083.0,1.1174458380843786,Zip,GA,Floyd County,Rome,2022-11-30,17.0,29934.11,301,65,70936,30168,1846.0,68,3,0.010483692349630572
84321,60064,1194.0,938.0,61,152467.0,1.2729211087420043,Zip,IL,Lake County,North Chicago,2022-11-30,16.9,25766.923,600,64,84320,60062,1954.0,62,2,0.012815888028229059
65367,18102,1079.0,753.0,61,144608.0,1.4329349269588314,Zip,PA,Lehigh County,Allentown,2022-11-30,16.9,24438.751999999997,181,2,65368,18103,1599.0,3,1,0.011057479530869661
96759,92254,1703.0,2436.0,61,259976.0,0.6990968801313628,Zip,CA,Riverside County,Mecca,2022-11-30,16.9,43935.943999999996,922,54,96758,92253,2995.0,53,1,0.011520294181001324
76576,43207,1340.0,710.0,61,173794.0,1.8873239436619718,Zip,OH,Franklin County,Columbus,2022-11-30,16.9,29371.185999999998,432,7,76575,43206,1434.0,6,1,0.008251147910744905
96738,92227,1465.0,2126.0,61,300818.0,0.6890874882408279,Zip,CA,Imperial County,Brawley,2022-11-30,16.7,50236.606,922,27,96743,92234,2646.0,34,7,0.008796016195839345
96808,92325,1854.0,2810.0,61,351386.0,0.6597864768683274,Zip,CA,San Bernardino County,Crestline,2022-11-30,16.6,58330.076,923,25,96817,92336,3108.0,36,11,0.008844973903342762
79076,48221,1301.0,947.0,61,132492.0,1.3738120380147836,Zip,MI,Wayne County,Detroit,2022-11-30,16.5,21861.18,482,21,79075,48220,1399.0,20,1,0.010559128098300275
84466,60411,996.0,979.0,61,148103.0,1.017364657814096,Zip,IL,Cook County,Chicago Heights,2022-11-30,16.4,24288.891999999996,604,11,84460,60402,1207.0,2,9,0.008149733631324147
74664,38128,866.0,707.0,61,130640.0,1.224893917963225,Zip,TN,Shelby County,Memphis,2022-11-30,16.4,21424.959999999995,381,28,74664,38128,1213.0,28,0,0.009285058175137783
84629,60628,966.0,1264.0,61,161208.0,0.7642405063291139,Zip,IL,Cook County,Chicago,2022-11-30,16.4,26438.111999999997,606,28,84629,60628,1301.0,28,0,0.008070319090863977
65750,19079,1094.0,1149.0,61,163953.0,0.9521322889469104,Zip,PA,Delaware County,Sharon Hill,2022-11-30,16.3,26724.339,190,79,65757,19087,1995.0,87,8,0.012168121351850835
63952,15221,837.0,1053.0,61,139953.0,0.7948717948717948,Zip,PA,Allegheny County,Wilkinsburg,2022-11-30,16.3,22812.339,152,21,63948,15217,1482.0,17,4,0.010589269254678357
60365,06513,1122.0,1546.0,61,229996.0,0.7257438551099612,Zip,CT,New Haven County,New Haven,2022-11-30,16.3,37489.348,065,13,60363,06511,2003.0,11,2,0.008708847110384528
63945,15214,1187.0,1144.0,61,177100.0,1.0375874125874125,Zip,PA,Allegheny County,Pittsburgh,2022-11-30,16.2,28690.2,152,14,63948,15217,1482.0,17,3,0.00836815358554489
74677,38141,1119.0,876.0,61,175890.0,1.2773972602739727,Zip,TN,Shelby County,Memphis,2022-11-30,16.2,28494.18,381,41,74677,38141,1445.0,41,0,0.00821536187389846
67050,21795,1074.0,1559.0,61,280422.0,0.6889031430404106,Zip,MD,Washington County,Williamsport,2022-11-30,16.2,45428.364,217,95,66989,21704,2300.0,4,91,0.008201924242748428
